,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
top5,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.531,0.2
top10,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.507,0.548,0.515,0.166
top20,0.615,0.615,0.615,0.615,0.615,0.615,0.615,0.598,0.624,0.570,0.192
top50,0.584,0.584,0.584,0.584,0.583,0.583,0.583,0.585,0.585,0.570,0.210
top100,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.439,0.439,0.437,0.253
