,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
top5,0.7,0.6,0.6,0.6,0.6,0.677,0.666,0.666,0.666,0.490,0.249
top10,0.507,0.507,0.507,0.507,0.507,0.546,0.524,0.550,0.510,0.495,0.161
top20,0.615,0.615,0.615,0.615,0.615,0.583,0.583,0.583,0.596,0.589,0.151
top50,0.584,0.589,0.589,0.589,0.589,0.585,0.589,0.585,0.579,0.561,0.198
top100,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.441,0.437,0.435,0.241
