,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
top5,0.7,0.681,0.681,0.681,0.549,0.649,0.534,0.534,0.528,0.528,0.354
top10,0.507,0.507,0.575,0.575,0.614,0.614,0.614,0.614,0.641,0.395,0.356
top20,0.615,0.586,0.619,0.619,0.619,0.619,0.619,0.619,0.524,0.425,0.263
top50,0.584,0.584,0.584,0.584,0.584,0.584,0.582,0.575,0.545,0.540,0.249
top100,0.441,0.441,0.441,0.441,0.441,0.441,0.439,0.438,0.436,0.433,0.241
